Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,31.3,27.6,35.2,27.6 - 35.2
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,34.3,30.3,38.5,30.3 - 38.5
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,30.5,28.7,32.4,28.7 - 32.4
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,30.2,28.7,31.7,28.7 - 31.7
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,22.7,21.7,23.6,21.7 - 23.6
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,33.9,33.1,34.7,33.1 - 34.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,47.7,45.1,50.4,45.1 - 50.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,37.8,35.7,39.9,35.7 - 39.9
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,35.3,33.5,37.1,33.5 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,33.7,31.8,35.7,31.8 - 35.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,26.4,24.7,28.1,24.7 - 28.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,18.3,16.3,20.4,16.3 - 20.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,17.1,13.4,21.5,13.4 - 21.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,29.9,28.7,31.1,28.7 - 31.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,37.6,36.5,38.7,36.5 - 38.7
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,40.7,38.0,43.4,38.0 - 43.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,31.3,30.4,32.1,30.4 - 32.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,39.4,37.2,41.6,37.2 - 41.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,30.2,27.1,33.5,27.1 - 33.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,37.2,33.3,41.2,33.3 - 41.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,40.9,36.2,45.8,36.2 - 45.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,37.6,36.0,39.3,36.0 - 39.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,36.1,34.5,37.8,34.5 - 37.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1.0,3,"May 14 - May 19, 2020",05/14/2020,05/19/2020,26.4,25.3,27.5,25.3 - 27.5
Symptoms of Depressive Disorder,National Estimate,United States,United States,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,24.9,24.1,25.7,24.1 - 25.7
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,36.7,34.0,39.4,34.0 - 39.4
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,27.4,25.9,28.9,25.9 - 28.9
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,24.2,22.8,25.7,22.8 - 25.7
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,24.6,23.0,26.2,23.0 - 26.2
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,19.8,18.5,21.2,18.5 - 21.2
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,13.3,11.2,15.6,11.2 - 15.6
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,17.1,11.1,24.7,11.1 - 24.7
Symptoms of Depressive Disorder,By Sex,United States,Male,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,22.7,21.5,24.0,21.5 - 24.0
Symptoms of Depressive Disorder,By Sex,United States,Female,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,26.9,25.8,28.0,25.8 - 28.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,31.4,28.4,34.4,28.4 - 34.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,23.3,22.4,24.2,22.4 - 24.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,24.8,22.6,27.0,22.6 - 27.0
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,19.5,17.0,22.2,17.0 - 22.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,32.2,28.3,36.3,28.3 - 36.3
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,38.7,34.0,43.5,34.0 - 43.5
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,26.6,25.1,28.1,25.1 - 28.1
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,27.6,26.4,28.8,26.4 - 28.8
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,17.3,16.5,18.2,16.5 - 18.2
Symptoms of Anxiety Disorder,National Estimate,United States,United States,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,29.4,28.8,30.1,28.8 - 30.1
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,39.1,36.8,41.3,36.8 - 41.3
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,35.2,33.7,36.8,33.7 - 36.8
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,31.4,29.8,33.1,29.8 - 33.1
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,29.3,27.8,31.0,27.8 - 31.0
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,22.2,20.7,23.8,20.7 - 23.8
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,15.0,13.1,17.0,13.1 - 17.0
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,17.1,10.9,25.1,10.9 - 25.1
Symptoms of Anxiety Disorder,By Sex,United States,Male,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,25.4,24.4,26.3,24.4 - 26.3
Symptoms of Anxiety Disorder,By Sex,United States,Female,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,33.2,32.3,34.2,32.3 - 34.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,36.3,33.5,39.2,33.5 - 39.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,27.6,26.7,28.5,26.7 - 28.5
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,30.2,27.8,32.7,27.8 - 32.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,22.2,19.6,25.0,19.6 - 25.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,38.6,34.5,42.9,34.5 - 42.9
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,40.6,36.8,44.5,36.8 - 44.5
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,29.5,27.9,31.1,27.9 - 31.1
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,32.4,31.3,33.6,31.3 - 33.6
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,23.7,22.9,24.6,22.9 - 24.6
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,34.3,33.6,35.1,33.6 - 35.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,46.6,44.0,49.2,44.0 - 49.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,39.5,37.9,41.1,37.9 - 41.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,35.7,34.2,37.4,34.2 - 37.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,33.7,32.0,35.4,32.0 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,27.4,25.7,29.1,25.7 - 29.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,18.8,16.5,21.2,16.5 - 21.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,20.1,14.0,27.5,14.0 - 27.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,30.3,29.1,31.5,29.1 - 31.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,38.1,37.0,39.2,37.0 - 39.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,41.5,38.6,44.5,38.6 - 44.5
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,32.3,31.4,33.3,31.4 - 33.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,35.6,32.9,38.3,32.9 - 38.3
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,27.6,24.5,30.8,24.5 - 30.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,43.4,39.5,47.4,39.5 - 47.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,47.7,43.4,52.1,43.4 - 52.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,35.3,33.6,37.1,33.6 - 37.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,37.6,36.4,38.8,36.4 - 38.8
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1.0,4,"May 21 - May 26, 2020",05/21/2020,05/26/2020,27.0,26.1,27.9,26.1 - 27.9
Symptoms of Depressive Disorder,National Estimate,United States,United States,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,25.3,24.7,25.8,24.7 - 25.8
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,36.8,34.8,38.8,34.8 - 38.8
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,27.9,26.6,29.2,26.6 - 29.2
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,25.7,24.2,27.3,24.2 - 27.3
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,25.1,23.4,26.8,23.4 - 26.8
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,18.0,16.7,19.3,16.7 - 19.3
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,15.5,13.5,17.6,13.5 - 17.6
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,14.9,10.7,20.0,10.7 - 20.0
Symptoms of Depressive Disorder,By Sex,United States,Male,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,23.0,22.0,23.9,22.0 - 23.9
Symptoms of Depressive Disorder,By Sex,United States,Female,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,27.4,26.6,28.2,26.6 - 28.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,26.3,24.6,28.1,24.6 - 28.1
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,23.7,22.9,24.4,22.9 - 24.4
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,29.9,27.7,32.2,27.7 - 32.2
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,22.0,19.5,24.7,19.5 - 24.7
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,37.6,33.3,42.0,33.3 - 42.0
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,31.9,28.6,35.4,28.6 - 35.4
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,27.8,26.3,29.5,26.3 - 29.5
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,27.8,26.7,29.0,26.7 - 29.0
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,18.6,17.7,19.6,17.7 - 19.6
Symptoms of Anxiety Disorder,National Estimate,United States,United States,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,30.6,30.0,31.2,30.0 - 31.2
Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,42.2,40.5,43.9,40.5 - 43.9
Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,35.8,34.5,37.2,34.5 - 37.2
Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,32.1,30.6,33.6,30.6 - 33.6
Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,29.3,27.8,30.9,27.8 - 30.9
Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,23.0,21.6,24.4,21.6 - 24.4
Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,18.2,15.9,20.7,15.9 - 20.7
Symptoms of Anxiety Disorder,By Age,United States,80 years and above,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,13.3,9.6,17.8,9.6 - 17.8
Symptoms of Anxiety Disorder,By Sex,United States,Male,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,26.0,25.1,26.8,25.1 - 26.8
Symptoms of Anxiety Disorder,By Sex,United States,Female,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,35.0,34.3,35.8,34.3 - 35.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,32.1,30.1,34.1,30.1 - 34.1
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,29.0,28.2,29.8,28.2 - 29.8
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,33.8,31.6,36.2,31.6 - 36.2
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,28.4,25.3,31.7,25.3 - 31.7
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,44.6,40.8,48.4,40.8 - 48.4
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,37.8,34.2,41.5,34.2 - 41.5
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,31.4,29.8,32.9,29.8 - 32.9
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,32.8,31.7,33.9,31.7 - 33.9
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,25.9,25.1,26.8,25.1 - 26.8
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,35.5,34.8,36.1,34.8 - 36.1
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,49.3,47.4,51.2,47.4 - 51.2
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,40.6,39.2,42.0,39.2 - 42.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,36.9,35.3,38.6,35.3 - 38.6
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,33.6,31.9,35.4,31.9 - 35.4
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1.0,5,"May 28 - June 2, 2020",05/28/2020,06/02/2020,27.0,25.6,28.5,25.6 - 28.5
